,Date,Username,Tweet,Lokasi
284,2023-03-02 00:03:31+00:00,"@luluksaru251 @puanmaharani_ri Andai pilpres dan pemilu terpisah saya yakin mba Puan kecil harapan jadi penerus soekarno-hatta, tapi ketika pilpres digabung apalagi pj gubernur ditunjuk istana apalagi kalau sampai wakilnya pak Menkopulhukam. Maka tidak mustahil bagi mba @puanmaharani_ri  dan pak menko.",Mansyuralkanuni,
285,2023-03-02 00:03:24+00:00,@ayukhanny @puanmaharani_ri CAPRES TAHUN 2024 Mbak Puan Maharani ❤️❤️❤️,DedigDedigt,bandung
286,2023-03-02 00:03:13+00:00,@PertamaPpratama @puanmaharani_ri Bismillah..Presiden RI 2024. Amiinn ya rabbal alamin..,DedigDedigt,bandung
287,2023-03-02 00:02:56+00:00,"@AurelTritania @puanmaharani_ri di daerah saya kapan ya, sertifikat cuman bayar 150 ribu",DedigDedigt,bandung
288,2023-03-02 00:02:21+00:00,@azkaayulutfiah @puanmaharani_ri do'a terbaik buat mbak puan,DedigDedigt,bandung
289,2023-03-02 00:02:11+00:00,"@mariookam395 @puanmaharani_ri Siap kawal dan suport mbak puan sampe menuju RI 1 di 2024,,@puanmaharani_ri",luluksaru251,
290,2023-03-02 00:02:04+00:00,@muhammadd_deni @puanmaharani_ri Menginspirasi...😍😍 sekali mbak puan,DedigDedigt,bandung
291,2023-03-02 00:01:46+00:00,@puanmaharani_ri Mbak Puan 😍😍😍,DedigDedigt,bandung
292,2023-03-02 00:01:29+00:00,@puanmaharani_ri sertifikat harus di jaga dengan baik,DedigDedigt,bandung
293,2023-03-02 00:01:22+00:00,@artisindo8 @puanmaharani_ri Amiin ya robbal alamin @puanmaharani_ri,luluksaru251,
294,2023-03-02 00:00:56+00:00,@puanmaharani_ri iya ikut senang mendengarkan nya,DedigDedigt,bandung
295,2023-03-02 00:00:31+00:00,@ely163535 @puanmaharani_ri Mulia banget hati mu mbak puan @puanmaharani_ri,luluksaru251,
296,2023-03-01 23:59:32+00:00,@dea29808 @firmaansyah_ari @puanmaharani_ri Kami turut senengnya ya Allah @puanmaharani_ri,luluksaru251,
297,2023-03-01 23:58:54+00:00,"@dita16577 @puanmaharani_ri salam hormat dan bangga kami untukmu mbak puan,,@puanmaharani_ri",luluksaru251,
298,2023-03-01 23:57:39+00:00,"@AsgarMerah @puanmaharani_ri Alhamdulillah rumah layak banget di huni,, @puanmaharani_ri",luluksaru251,
299,2023-03-01 23:57:01+00:00,@RitasariiSari @puanmaharani_ri alhamdulillah wa syukurillah,luluksaru251,
300,2023-03-01 23:56:19+00:00,@AfifahKirana2 @puanmaharani_ri membuat orang bahagia itu pahala buat mbak @puanmaharani_ri,luluksaru251,
301,2023-03-01 23:55:17+00:00,@Alfians090 @puanmaharani_ri luar biasa memang cucung bung Karno @puanmaharani_ri,luluksaru251,
302,2023-03-01 23:53:58+00:00,"@PertamaPpratama @puanmaharani_ri Orang baik selalu di lindungi AllaH,,@puanmaharani_ri",luluksaru251,
303,2023-03-01 23:48:26+00:00,"@qaidu3 @puanmaharani_ri Lancar terus mbak puan rezekinya,,amin @puanmaharani_ri",luluksaru251,
304,2023-03-01 23:47:29+00:00,@Mansyuralkanuni @puanmaharani_ri penerus bung Karno @puanmaharani_ri,luluksaru251,
305,2023-03-01 23:46:44+00:00,@Ernasusi13 @puanmaharani_ri kebahagiaan yang tak ternilai @puanmaharani_ri,luluksaru251,
306,2023-03-01 23:46:15+00:00,"@puanmaharani_ri Ini contoh kerja nyata @Miduk17 . Ngerti ga lo?

@spiritcarrie5on @_BimbingCBN",aspemojkt,Indonesia
307,2023-03-01 23:45:35+00:00,@hambarokp @puanmaharani_ri Alangkah senangnya dan bahagianya pak ujang dan warga cianjur berkat mbak puan @puanmaharani_ri,luluksaru251,
308,2023-03-01 23:44:50+00:00,"@muhammadd_deni @puanmaharani_ri semoga di 2024 mbak puan presiden RI 1,,amin,,@puanmaharani_ri",luluksaru251,
309,2023-03-01 23:43:09+00:00,"@AdnanAgam1 @puanmaharani_ri mbak puan the next presiden di 2024,,semangat,,@puanmaharani_ri",luluksaru251,
310,2023-03-01 23:42:04+00:00,"@mariookam395 @puanmaharani_ri Semoga Do'a mbak puan di ijabah oleh AllaH,,amiin @puanmaharani_ri",luluksaru251,
311,2023-03-01 23:41:17+00:00,@puanmaharani_ri Next presiden,kutilang_22,
312,2023-03-01 23:40:58+00:00,@puanmaharani_ri Insya Alloh sebelum idul fitri semua masalah sudah tuntas @puanmaharani_ri,luluksaru251,
313,2023-03-01 23:39:58+00:00,"@puanmaharani_ri Nyata banget,,mbak puan peduli sama rakyat nya,,@puanmaharani_ri",luluksaru251,
314,2023-03-01 23:38:48+00:00,@puanmaharani_ri Mbak puan perempuan inspirasi banget @puanmaharani_ri,luluksaru251,
315,2023-03-01 23:37:25+00:00,@puanmaharani_ri Semoga tidak ada lagi warga conajur yg tinggal di tenda @puanmaharani_ri,luluksaru251,
316,2023-03-01 23:36:53+00:00,@puanmaharani_ri Keren layak banget jadi penerusnya soekarno,Mansyuralkanuni,
317,2023-03-01 23:24:46+00:00,@puanmaharani_ri Semoga Ibu @puanmaharani_ri selalu diberikan kelancaran rezekinya biar selalu bisa berbagi,qaidu3,
318,2023-03-01 23:21:37+00:00,@artisindo8 @puanmaharani_ri Barakallah dunia dan akhirat,ely163535,
319,2023-03-01 23:21:02+00:00,@mariookam395 @puanmaharani_ri Selalu bangga sama Ibu Puan,ely163535,
320,2023-03-01 23:20:31+00:00,@AdnanAgam1 @puanmaharani_ri Betul sekali merakyat banget Ibu satu ini,ely163535,
321,2023-03-01 23:19:32+00:00,@AfifahKirana2 @puanmaharani_ri Semoga warga Cianjur yang terkena gempa punya rumah lagi,ely163535,
322,2023-03-01 23:18:47+00:00,"Ketua DPR RI Puan Maharani menyerahkan sertifikat tanah kepada warga Cianjur, Jawa Barat. https://t.co/4MTi5YYaRf",detikcom,"Jakarta, Indonesia"
323,2023-03-01 23:18:29+00:00,@mariookam395 @puanmaharani_ri Aamiin semoga tidak ada lagi musibah lagi,ely163535,
324,2023-03-01 23:15:56+00:00,@Ernasusi13 @puanmaharani_ri Kita doakan saja lancar dan sesuai harapan,ely163535,
325,2023-03-01 23:15:08+00:00,@Dinaaja124 @puanmaharani_ri Kebanggaan kita semua,ely163535,
326,2023-03-01 23:14:14+00:00,@AdnanAgam1 @puanmaharani_ri Keren abis pastinya Ibu Puan,ely163535,
327,2023-03-01 23:13:37+00:00,@Veronikaaja01 @puanmaharani_ri Tak henti-hentinya bangga sama Ibu,ely163535,
328,2023-03-01 23:13:04+00:00,@hambarokp @puanmaharani_ri Yang mendengar berita ini lagi senang apalagi yang menerima kunci rumah,ely163535,
329,2023-03-01 23:12:21+00:00,@AfifahKirana2 @puanmaharani_ri Mimpi apa ya warga Cianjur dapat rumah dari Ibu Puan,ely163535,
330,2023-03-01 23:11:31+00:00,@KynanPutri4 @puanmaharani_ri Bersyukur pastinya,ely163535,
331,2023-03-01 23:11:02+00:00,@mariookam395 @puanmaharani_ri Aamiin semoga diberikan rezeki yang banyak biar terus bisa berbagi,ely163535,
332,2023-03-01 23:09:58+00:00,@dea29808 @puanmaharani_ri Mantap sudah 200 rumah siap huni,ely163535,
333,2023-03-01 23:09:16+00:00,@Dinaaja124 @puanmaharani_ri Berhati mulia sekali,ely163535,
334,2023-03-01 23:05:50+00:00,@Veronikaaja01 @puanmaharani_ri Itu salah satu kelebihan Ibu Puan,ely163535,
335,2023-03-01 23:04:52+00:00,@Ernasusi13 @puanmaharani_ri Kita doakan saja semoga lancar dan sesuai harapan,ely163535,
336,2023-03-01 23:03:13+00:00,@KynanPutri4 @puanmaharani_ri Patut acungkan jempol buat Ibu,ely163535,
337,2023-03-01 23:02:30+00:00,@Dinaaja124 @puanmaharani_ri PDI-P mendukung Ibu Puan jadi capres,ely163535,
338,2023-03-01 23:01:53+00:00,@dea29808 @puanmaharani_ri Berhati mulia sekali Ibu satu ini,ely163535,
339,2023-03-01 23:00:53+00:00,@hambarokp @puanmaharani_ri Aamiin kita doakan saja,ely163535,
340,2023-03-01 23:00:18+00:00,"@puanmaharani_ri Salut sama Ibu @puanmaharani_ri sosok berjiwa kepedulian terhadap sesama begitu tinggi, mulia sekali hati Ibu",ely163535,
341,2023-03-01 22:58:34+00:00,@anjishope @PertamaPpratama @puanmaharani_ri Bersama Ibu Puan Indonesia lebih baik lagi,dita16577,
342,2023-03-01 22:57:45+00:00,@PertamaPpratama @puanmaharani_ri Aamiin semoga Ibu Puan selalu dalam lindungan Allah,dita16577,
343,2023-03-01 22:56:48+00:00,@AdnanAgam1 @puanmaharani_ri Kawal terus dukung Bu Puan,dita16577,
344,2023-03-01 22:56:04+00:00,@Ernasusi13 @puanmaharani_ri Pasti nya kebahagiaan bagi warga Cianjur,dita16577,
345,2023-03-01 22:55:24+00:00,@mariookam395 @puanmaharani_ri Tak henti-hentinya bangga sama Ibu Puan,dita16577,
346,2023-03-01 22:54:50+00:00,@AdnanAgam1 @puanmaharani_ri InsyaAllah presiden RI 2024,dita16577,
347,2023-03-01 22:54:20+00:00,"@muhammadd_deni @puanmaharani_ri Ibu Puan selalu dihati, love you",dita16577,
348,2023-03-01 22:53:35+00:00,@Veronikaaja01 @puanmaharani_ri Itulah kelebihan sosok dari Ibu Puan,dita16577,
349,2023-03-01 22:52:58+00:00,@mariookam395 @puanmaharani_ri Aamiin allahumma aamiin,dita16577,
350,2023-03-01 22:52:23+00:00,@AfifahKirana2 @puanmaharani_ri Iya semoga kita doakan  saja,dita16577,
351,2023-03-01 22:51:45+00:00,@mariookam395 @puanmaharani_ri Sangat setuju sekali setiap yang dilakukan Ibu Puan,dita16577,
352,2023-03-01 22:51:05+00:00,@Ernasusi13 @puanmaharani_ri Kita doakan saja semoga lancar dan warga Cianjur bisa merasakan lebaran dirumah,dita16577,
353,2023-03-01 22:50:18+00:00,@Dinaaja124 @puanmaharani_ri Tidak diragukan lagi capres 2024 Ibu Puan,dita16577,
354,2023-03-01 22:49:33+00:00,@dea29808 @puanmaharani_ri Berjiwa mulia sekali hati Ibu Puan,dita16577,
355,2023-03-01 22:49:01+00:00,@hambarokp @puanmaharani_ri Semoga saja cepat selesai sesuai harapan,dita16577,
356,2023-03-01 22:48:20+00:00,@Veronikaaja01 @puanmaharani_ri Sosok Ibu Puan memang jadi inspirasi banget buat kita,dita16577,
357,2023-03-01 22:47:40+00:00,@AfifahKirana2 @puanmaharani_ri Iya pasti senang banget warga Cianjur pas Terima kunci rumah,dita16577,
358,2023-03-01 22:46:55+00:00,@Veronikaaja01 @puanmaharani_ri Tentunya setiap yang dilakukan Ibu membuat kami bangga,dita16577,
359,2023-03-01 22:46:16+00:00,@KynanPutri4 @puanmaharani_ri Pemimpin yang seperti ini yang patut jadi presiden,dita16577,
360,2023-03-01 22:45:42+00:00,@anjishope @puanmaharani_ri Pelajaran yg berharga banget mbak puan @puanmaharani_ri,AfifahKirana2,
361,2023-03-01 22:45:34+00:00,@hambarokp @puanmaharani_ri InsyaAllah akan dibalas oleh Allah kebaikan Ibu Puan,dita16577,
362,2023-03-01 22:44:45+00:00,@dea29808 @puanmaharani_ri Hebatnya mbak puan @puanmaharani_ri,AfifahKirana2,
363,2023-03-01 22:44:06+00:00,@dita16577 @puanmaharani_ri bukti nyata mbak puan peduli sama rajyatnya @puanmaharani_ri,AfifahKirana2,
364,2023-03-01 22:43:18+00:00,@firmaansyah_ari @puanmaharani_ri Congrats pak ujang dan warga cianjur,AfifahKirana2,
365,2023-03-01 22:43:12+00:00,@puanmaharani_ri Bangga sama Ibu @puanmaharani_ri sosok jiwa kepedulian sesama saudara begitu tinggi,dita16577,
366,2023-03-01 22:42:48+00:00,@RitasariiSari @puanmaharani_ri alhamdulillah banget @puanmaharani_ri,AfifahKirana2,
367,2023-03-01 22:41:51+00:00,"@AsgarMerah @puanmaharani_ri Pasca gempa yg melanda ada hikmahnya,,mereka tidak tidur di tenda lagi @puanmaharani_ri",AfifahKirana2,
368,2023-03-01 22:41:33+00:00,@muhammadd_deni @puanmaharani_ri Selalu dihati kami Bu Puan,BellaB6225355,
369,2023-03-01 22:41:08+00:00,@tri910721 @PertamaPpratama @puanmaharani_ri Sehat selalu ya Bu biar bisa selalu berbagi,BellaB6225355,
370,2023-03-01 22:40:43+00:00,@Zia1111 @KynanPutri4 @puanmaharani_ri Berbagi rezeki yg halal akan di permudahkan urusan @puanmaharani_ri,AfifahKirana2,
371,2023-03-01 22:40:29+00:00,@PertamaPpratama @puanmaharani_ri Aamiin semoga selalu dalam lindungan Allah,BellaB6225355,
372,2023-03-01 22:39:38+00:00,@artisindo8 @puanmaharani_ri Berkah selalu rezekinya mbak puan @puanmaharani_ri,AfifahKirana2,
373,2023-03-01 22:39:28+00:00,@artisindo8 @puanmaharani_ri Semoga Allah membalas kebaikan Ibu Puan,BellaB6225355,
374,2023-03-01 22:38:57+00:00,@mariookam395 @puanmaharani_ri Semakin hari semakin bangga,BellaB6225355,
375,2023-03-01 22:38:29+00:00,@tri910721 @RitasariiSari @puanmaharani_ri Begitu sosok Ibu Puan pelipu lara mereka,BellaB6225355,
376,2023-03-01 22:38:28+00:00,@Alfians090 @puanmaharani_ri amiin allhuma amin @puanmaharani_ri,AfifahKirana2,
377,2023-03-01 22:38:00+00:00,@mariookam395 @puanmaharani_ri Pengen banget foto bareng mbak puan @puanmaharani_ri,AfifahKirana2,
378,2023-03-01 22:37:45+00:00,@mariookam395 @RitasariiSari @puanmaharani_ri Layak dan tidak diragukan lagi sosok pemimpin ya seperti Ibu Puan,BellaB6225355,
379,2023-03-01 22:36:12+00:00,@anjishope @AsgarMerah @puanmaharani_ri Kerja nyata mbk puan untuk rakyat terbukti @puanmaharani_ri,AfifahKirana2,
380,2023-03-01 22:35:47+00:00,@KynanPutri4 @RitasariiSari @puanmaharani_ri Dibalik musibah pasti ada hidayah nya,BellaB6225355,
381,2023-03-01 22:35:18+00:00,@muhammadd_deni @puanmaharani_ri mbak puan ter ❤❤ @puanmaharani_ri,AfifahKirana2,
382,2023-03-01 22:34:18+00:00,@mariookam395 @RitasariiSari @puanmaharani_ri Indonesia akan lebih maju lagi brsama mbk puan @puanmaharani_ri,AfifahKirana2,
383,2023-03-01 22:33:41+00:00,Malu gak pak @jokowi @puanmaharani_ri @erickthohir  @Humas_DKI @dprddkijakarta .. kalian musuhi gembosi fitnah rame2 @aniesbaswedan .. kalian bangga tiru pula keberhasilannya .. @tvOneNews @Metro_TV @KompasTV @MikeTyson,PONOROG23764997,
384,2023-03-01 22:33:40+00:00,@Alfians090 @puanmaharani_ri Aset bangsa banget mbak @puanmaharani_ri,AfifahKirana2,
385,2023-03-01 22:33:29+00:00,@RitasariiSari @puanmaharani_ri Alhamdulillah warga Cianjur sudah punya rumah lagi berkat Ibu Puan,BellaB6225355,
386,2023-03-01 22:33:03+00:00,@hambarokp @puanmaharani_ri Bersyukur banget warga cianjur @puanmaharani_ri,AfifahKirana2,
387,2023-03-01 22:32:24+00:00,@Ernasusi13 @puanmaharani_ri Pastinya dong,BellaB6225355,
388,2023-03-01 22:31:59+00:00,@Ernasusi13 @puanmaharani_ri Bahagia banget pak ujang mewakili warga cianjur @puanmaharani_ri,AfifahKirana2,
389,2023-03-01 22:31:26+00:00,@AfifahKirana2 @puanmaharani_ri Tentunya sukacita yang dirasakan warga Cianjur setelah punya rumah,BellaB6225355,
390,2023-03-01 22:31:11+00:00,@AdnanAgam1 @puanmaharani_ri calon presiden ku di 2024 @puanmaharani_ri,AfifahKirana2,
391,2023-03-01 22:30:41+00:00,@KynanPutri4 @AdnanAgam1 @puanmaharani_ri Siap kita kawal terus Bu Puan,BellaB6225355,
392,2023-03-01 22:30:19+00:00,@puanmaharani_ri sebelum idul fitri mereka sudah di rumah baru @puanmaharani_ri,AfifahKirana2,
393,2023-03-01 22:30:06+00:00,@AdnanAgam1 @puanmaharani_ri Tidak diragukan lagi Bu Puan presiden RI 2024,BellaB6225355,
394,2023-03-01 22:29:09+00:00,@AyahKami3 @puanmaharani_ri Benar tambah salut sama Ibu Puan,BellaB6225355,
395,2023-03-01 22:28:35+00:00,@dea29808 @puanmaharani_ri Aamiin semoga berkah ya Bu untuk warga Cianjur khususnya,BellaB6225355,
396,2023-03-01 22:28:10+00:00,"@puanmaharani_ri musim hujan dan ramadhan sebentar lagi,,warga cianjur sudah dpet rumah @puanmaharani_ri",AfifahKirana2,
397,2023-03-01 22:27:45+00:00,@Dinaaja124 @puanmaharani_ri Pastinya Bu Puan kebanggan PDI-P dan kebanggaan kita semua,BellaB6225355,
398,2023-03-01 22:26:49+00:00,@puanmaharani_ri Seneng nya warga cianjur dpet rumah siap huni @puanmaharani_ri,AfifahKirana2,
399,2023-03-01 22:26:13+00:00,@AdnanAgam1 @puanmaharani_ri Alhamdulillah warga Cianjur bisa ikut merasakan lebaran dirumah,BellaB6225355,
400,2023-03-01 22:25:22+00:00,@Dinaaja124 @puanmaharani_ri Wanita tangguh berhati mulia,BellaB6225355,
401,2023-03-01 22:24:59+00:00,@puanmaharani_ri Ter pancar kebahagiaan Warga cianjur bersama @puanmaharani_ri,AfifahKirana2,
402,2023-03-01 22:24:49+00:00,@KynanPutri4 @puanmaharani_ri Selalu ada dihati kami Ibu Puan,BellaB6225355,
403,2023-03-01 22:23:56+00:00,@AyahKami3 @puanmaharani_ri Ya semoga Allah meridhai setiap apa yang dilakukan Ibu demi warga Cianjur khususnya,BellaB6225355,
404,2023-03-01 22:23:15+00:00,@jamalnst00 @puanmaharani_ri Amiin ya Allah presiden @puanmaharani_ri,KynanPutri4,
405,2023-03-01 22:22:17+00:00,@Zia1111 @puanmaharani_ri Jiwa kepedulian mbak puan sangt tinggi @puanmaharani_ri,KynanPutri4,
406,2023-03-01 22:22:00+00:00,@puanmaharani_ri Semoga Allah membalas semua kebaikan Ibu @puanmaharani_ri,BellaB6225355,
407,2023-03-01 22:20:49+00:00,@firmaansyah_ari @puanmaharani_ri Senengnya pak ujang berkat @puanmaharani_ri,KynanPutri4,
408,2023-03-01 22:19:54+00:00,@KynanPutri4 @puanmaharani_ri Ibu Puan terhebat,Zia1111,
409,2023-03-01 22:19:22+00:00,@Dinaaja124 @dea29808 @puanmaharani_ri Tentunya Ibu Puan layak jadi presiden,Zia1111,
410,2023-03-01 22:18:52+00:00,@DedekIak @dea29808 @puanmaharani_ri Benar-benar hati Bu Puan begitu baik,Zia1111,
411,2023-03-01 22:18:45+00:00,@Alfians090 @puanmaharani_ri Rezeki yang berlimpah @puanmaharani_ri,KynanPutri4,
412,2023-03-01 22:18:03+00:00,@hambarokp @puanmaharani_ri Iya mudah-mudahan cepat selesai dan saudara kita yang tertimpah musibah dapat ikut berbahagia lebaran nanti,Zia1111,
413,2023-03-01 22:17:48+00:00,@Dinaaja124 @puanmaharani_ri top banget mbak @puanmaharani_ri,KynanPutri4,
414,2023-03-01 22:17:20+00:00,@muhammadd_deni @puanmaharani_ri Semangat mbak puan @puanmaharani_ri,KynanPutri4,
415,2023-03-01 22:16:37+00:00,@dea29808 @puanmaharani_ri Mantep mbak puan @puanmaharani_ri,KynanPutri4,
416,2023-03-01 22:15:25+00:00,@fadilahmaad67 @puanmaharani_ri Semoga Allah membalas kebaikan Ibu,Zia1111,
417,2023-03-01 22:14:56+00:00,@artisindo8 @puanmaharani_ri Sukses dunia akhirat @puanmaharani_ri,KynanPutri4,
418,2023-03-01 22:14:48+00:00,@dea29808 @AurelTritania @puanmaharani_ri Pastinya dong selalu mendoakan Ibu Puan,Zia1111,
419,2023-03-01 22:14:20+00:00,"@RitasariiSari @puanmaharani_ri Dampak dari gempa,,warga cianjur dpet rumah siap huni @puanmaharani_ri",KynanPutri4,
420,2023-03-01 22:14:05+00:00,@AurelTritania @puanmaharani_ri Doa yang terbaik selalu untuk ibu Puan,Zia1111,
421,2023-03-01 22:13:27+00:00,@tri910721 @puanmaharani_ri Tidak diragukan lagi,Zia1111,
422,2023-03-01 22:12:41+00:00,"@Namaku_Ibrahim @puanmaharani_ri Gw kaga tau bang, klo digambar itu doi lg kemulan ( berselimut ) sarung mah. Itu prestasi bukan ?!",UmidjI,"Indonesia ,Diyarbakır, Türkiye"
423,2023-03-01 22:12:27+00:00,@ayukhanny @puanmaharani_ri Lanjut Bu Puan presiden RI 2024,Zia1111,
424,2023-03-01 22:12:10+00:00,@hambarokp @puanmaharani_ri Senang dan bahagia nya pak ujang dan warga cianjur @puanmaharani_ri,KynanPutri4,
425,2023-03-01 22:10:12+00:00,@AsgarMerah @puanmaharani_ri Warga cianjur enggk akan tidur di tenda lagi @puanmaharani_ri,KynanPutri4,
426,2023-03-01 22:04:54+00:00,@tri910721 @anjishope @puanmaharani_ri Tentunya Ibu Puan selalu jadi inspirasi buat kita,Zia1111,
427,2023-03-01 22:04:38+00:00,@Ernasusi13 @puanmaharani_ri Kebahagiaan yg sangat luar biasa @puanmaharani_ri,KynanPutri4,
428,2023-03-01 22:04:06+00:00,@dea29808 @AyahKami3 @puanmaharani_ri Iya InsyaAllah,Zia1111,
429,2023-03-01 22:03:40+00:00,@AyahKami3 @puanmaharani_ri Aamiin semoga Allah membalas semua kebaikan Ibu,Zia1111,
430,2023-03-01 22:03:05+00:00,"@PertamaPpratama @puanmaharani_ri mbak puan senantiasa dlm lindungan oleh AllaH,,@puanmaharani_ri",KynanPutri4,
431,2023-03-01 22:02:16+00:00,@RitasariiSari @puanmaharani_ri Terus tetap la semangat untuk warga Cianjur yang terkena gempa,Zia1111,
432,2023-03-01 22:01:54+00:00,@Alfians090 @puanmaharani_ri mbak puan salah satu aset bangsa @puanmaharani_ri,KynanPutri4,
433,2023-03-01 22:00:48+00:00,@AdnanAgam1 @puanmaharani_ri kawal terus mbak puan presiden @puanmaharani_ri,KynanPutri4,
434,2023-03-01 22:00:29+00:00,@jamalnst00 @puanmaharani_ri Tidak diragukan lagi,Zia1111,
435,2023-03-01 22:00:04+00:00,@puanmaharani_ri mbak puan selalu di hati @puanmaharani_ri,KynanPutri4,
436,2023-03-01 21:59:45+00:00,@dea29808 @hambarokp @puanmaharani_ri Iya turut senang mendengar nya,Zia1111,
437,2023-03-01 21:59:03+00:00,@hambarokp @puanmaharani_ri Pastinya sangat bahagia sekali mereka,Zia1111,
438,2023-03-01 21:58:21+00:00,@mariookam395 @puanmaharani_ri Semakin hari semakin bangga,Zia1111,
439,2023-03-01 21:57:46+00:00,@KynanPutri4 @puanmaharani_ri Semoga Ibu selalu diberikan kesehatan dan dilancarkan rezekinya biar selalu bisa berbagi,Zia1111,
440,2023-03-01 21:57:25+00:00,@puanmaharani_ri Dah cocok capres,jamalnst00,
441,2023-03-01 21:57:25+00:00,@puanmaharani_ri Alhamdulillah mbak puan Keren @puanmaharani_ri,KynanPutri4,
442,2023-03-01 21:55:17+00:00,@puanmaharani_ri Bersyukur banget warga cianjur berkat mbak puan,KynanPutri4,
443,2023-03-01 21:54:17+00:00,@puanmaharani_ri Sehat terus mbak puan demi Indonesia lebih baik @puanmaharani_ri,KynanPutri4,
444,2023-03-01 21:50:14+00:00,"@mariookam395 @puanmaharani_ri Sama,,pengen banget foto bareng mbak @puanmaharani_ri",AdnanAgam1,
445,2023-03-01 21:49:13+00:00,@Alfians090 @puanmaharani_ri InsyaAllah rezekinya banyak,AdnanAgam1,
446,2023-03-01 21:47:23+00:00,@muhammadd_deni @puanmaharani_ri The next presiden @puanmaharani_ri,AdnanAgam1,
447,2023-03-01 21:41:03+00:00,@RitasariiSari @puanmaharani_ri Ada Pelangi di balik musibah @puanmaharani_ri,AdnanAgam1,
448,2023-03-01 21:39:55+00:00,@Alfians090 @fadilahmaad67 @Zia1111 @puanmaharani_ri top ibu puan,Dinaaja124,
449,2023-03-01 21:39:40+00:00,@fadilahmaad67 @Zia1111 @puanmaharani_ri Orang baik dicintai orang,Dinaaja124,
450,2023-03-01 21:39:22+00:00,@tri910721 @Zia1111 @puanmaharani_ri Bannyak yg kagum sm sosok ibu puan,Dinaaja124,
451,2023-03-01 21:39:08+00:00,@Zia1111 @puanmaharani_ri Memang dri dulu perhatian bagnget,Dinaaja124,
452,2023-03-01 21:38:38+00:00,"@AsgarMerah @puanmaharani_ri Alhamdulilah berkat mbak puan,,warga cianjur bahagia @puanmaharani_ri",AdnanAgam1,
453,2023-03-01 21:37:51+00:00,@Veronikaaja01 @Ernasusi13 @puanmaharani_ri Jelas ibu puan memang punya jiwa kemanusian yg tinggi,Dinaaja124,
454,2023-03-01 21:37:25+00:00,@Ernasusi13 @puanmaharani_ri Betapa senang nya beliau,Dinaaja124,
455,2023-03-01 21:37:10+00:00,@dea29808 @PertamaPpratama @puanmaharani_ri Mwmang dri dulu top ibu puan,Dinaaja124,
456,2023-03-01 21:36:59+00:00,@AdnanAgam1 @PertamaPpratama @puanmaharani_ri Dukung bro ibu puan jangan enggak,Dinaaja124,
457,2023-03-01 21:36:51+00:00,@sabronaiditnusa @puanmaharani_ri Indonesia lebih maju bersama @puanmaharani_ri,AdnanAgam1,
458,2023-03-01 21:36:47+00:00,@AdnanAgam1 @PertamaPpratama @puanmaharani_ri Inhsaallh rejekinya jg baik,Dinaaja124,
459,2023-03-01 21:35:20+00:00,@PertamaPpratama @puanmaharani_ri Orang baik banget @puanmaharani_ri,AdnanAgam1,
460,2023-03-01 21:34:28+00:00,@Alfians090 @puanmaharani_ri mbak puan salah satu aset bangsa @puanmaharani_ri,AdnanAgam1,
461,2023-03-01 21:33:38+00:00,@artisindo8 @puanmaharani_ri BerkaH dan sukses terus @puanmaharani_ri,AdnanAgam1,
462,2023-03-01 21:32:21+00:00,@Ernasusi13 @puanmaharani_ri Kebahagiaan yg luar biasa warga cianjur @puanmaharani_ri,AdnanAgam1,
463,2023-03-01 21:29:33+00:00,@AnjiShopee @puanmaharani_ri Enggak akan ragu lagi @puanmaharani_ri,AdnanAgam1,
464,2023-03-01 21:28:45+00:00,@KynanPutri4 @puanmaharani_ri Selalu peduli,AnjiShopee,
465,2023-03-01 21:28:31+00:00,@DedigDedigt @puanmaharani_ri Joss,AnjiShopee,
466,2023-03-01 21:28:29+00:00,@AnjiShopee @puanmaharani_ri Insya allah mbak puan akan lebih baik lagi @puanmaharani_ri,AdnanAgam1,
467,2023-03-01 21:27:45+00:00,@AurelTritania @puanmaharani_ri Giliran anak muda berkarya,AnjiShopee,
468,2023-03-01 21:27:32+00:00,@Veronikaaja01 @puanmaharani_ri Orang baik akan selalu dlm lindungan AllaH SWT,AdnanAgam1,
469,2023-03-01 21:27:12+00:00,@DedigDedigt @puanmaharani_ri Mulia banget hati ibu puan,AnjiShopee,
470,2023-03-01 21:26:31+00:00,@puanmaharani_ri Yajin banget kmi sm ibu,AnjiShopee,
471,2023-03-01 21:26:17+00:00,"@puanmaharani_ri Mantap bu, ibu luar biaaa bangey",AnjiShopee,
472,2023-03-01 21:25:48+00:00,@firmaansyah_ari @puanmaharani_ri mudah2han ada rejekinya untuk ibu pm,AnjiShopee,
473,2023-03-01 21:25:46+00:00,@AdnanAgam1 @puanmaharani_ri InsyaAllah layak jadi presiden RI,Zia1111,
474,2023-03-01 21:25:32+00:00,@mariookam395 @puanmaharani_ri Murah rezeki nya mbak @puanmaharani_ri,AdnanAgam1,
475,2023-03-01 21:25:09+00:00,@AldainSatu @puanmaharani_ri memang top abis deh pokoknya ibu pian banyak idolanya,AnjiShopee,
476,2023-03-01 21:24:49+00:00,@AurelTritania @puanmaharani_ri Inshaallah doakan saja,AnjiShopee,
477,2023-03-01 21:24:16+00:00,@KynanPutri4 @puanmaharani_ri Ibu puan sangat mengagumkan,AnjiShopee,
478,2023-03-01 21:24:14+00:00,@AdnanAgam1 @puanmaharani_ri Ya seperti Ibu Puan ini,DedekIak,
